@relation B
@attribute X numeric
@attribute Y numeric
@attribute class {0,1}
@data
-1.31666274662804,0.18604231590015,0
1.33882006026303,0.281414079448545,0
-1.37925086163528,0.511950628468458,0
0.322083152380132,1.03066312223303,0
0.794357433178014,0.707894852364846,0
1.04625063178614,0.348892027816035,0
1.4099726550708,0.226937381108351,0
0.948340218461107,0.611240315297654,0
-0.979214210604002,0.219819162948979,0
-1.30356648016766,0.0364728704464495,0
-0.933023645696768,0.609574160367178,0
-0.604635164935487,0.825359610794765,0
-0.93024273674505,1.08562911008283,0
-0.732356372079557,0.702405425042868,0
1.43715957494692,0.0707153754130687,0
-1.06069700932496,0.260894152428663,0
-1.15501124549727,0.303956852818015,0
1.22580054973715,0.805337871091395,0
0.800255585342917,0.81315274730176,0
0.710573755952324,0.784367060250911,0
1.18759617912623,0.0144438727752488,0
0.136464540732043,1.29049645608625,0
-0.160901761892724,1.15347116360612,0
-0.886595342199584,1.18024301151449,0
1.41528721245071,0.329610802868969,0
0.881711074717536,0.771074421528426,0
0.464684247600031,1.05398153677168,0
0.0556483318466333,1.24288790796906,0
0.970748912958048,0.447409732863433,0
1.1413663276246,0.161109814527158,0
0.670851290026067,1.03765062230717,0
-1.15724093421875,0.648176593162298,0
-0.13843237471539,1.2258981066481,0
0.415552352290959,0.961769836049598,0
0.553852736817315,0.848760378131094,0
-1.24915500297306,0.118916945117589,0
1.20782429707812,0.430350835121583,0
0.115704982560264,1.05165427417433,0
-1.22311695672187,0.691502154254584,0
1.02811092280767,0.687729336069765,0
0.284465660459418,0.96597996061888,0
0.156047458746641,1.09647879607901,0
-0.831728957238785,0.632586202583853,0
-0.629244080363945,1.23530489576185,0
0.775486902914488,0.738393922610027,0
-1.05195032725898,0.250765894493867,0
0.772310326586817,1.28269906070066,0
0.142421981313538,1.47431994990656,0
-1.38297331580157,0.249454783995001,0
1.0070151176982,0.255718344601374,0
0.0489030265030949,1.01349271609016,0
0.117982333679225,1.09882429038838,0
1.1374995349389,0.267177012994137,0
1.21310399181999,0.408860593979284,0
-0.878464777538564,0.837726776180201,0
-1.26102006604802,0.438971161000672,0
-0.332842905505551,1.23030451006693,0
-0.308185651794852,1.02155751829622,0
0.599736740383093,0.906700998907099,0
-0.718835808536101,1.28368541683008,0
-0.419821360389343,1.0928604787896,0
0.241130758699558,1.01092397519704,0
0.997070792426158,0.136954192707606,0
0.999775243536928,0.645244879130763,0
0.692231132489444,0.740269691756965,0
-0.446865538547538,1.06828603248736,0
0.17220615386831,1.47382858330048,0
-0.872591543373386,1.06535218575341,0
-1.03222374461272,0.276257342081043,0
0.413798359832641,1.16918500096275,0
-1.12717930522057,0.0403182919612764,0
0.0581214675493402,1.49667814466318,0
0.86648783902561,1.01329024455902,0
0.545596903866624,0.95768443281247,0
-1.03552774962665,0.617096917728551,0
-1.3016220170436,0.674328877752967,0
1.00943531284573,0.245304138493105,0
-0.356822399535242,1.02398080512148,0
0.711627472991601,0.866591023523254,0
-1.16781121922203,0.40867649413469,0
-1.41868553177626,0.390383825484806,0
1.12751315278052,0.0992085016257349,0
0.635565886281841,1.23800103252256,0
1.17787835238431,0.364954255142094,0
0.968075597067373,0.281055595339578,0
-1.32986182009724,0.345986028123472,0
0.514655235426804,0.966006024554976,0
1.04267714610356,0.862453027284531,0
1.00579449765089,0.11748477481031,0
-1.20937789660028,0.0316388921176947,0
-0.831339132984276,0.563944481230614,0
-1.26462612347471,0.399427708539186,0
0.248797151835668,1.05801239295079,0
-0.645889613465955,1.07855929037357,0
0.835736429590769,0.626914940960923,0
1.01251431833961,0.0722042688685627,0
-1.12636344566948,0.861016110627472,0
1.10796527579662,0.739647315428857,0
-1.07596723967972,0.594352356348117,0
-0.657399058597627,1.21972899934332,0
-1.32926012393511,0.17043133698067,0
-1.24219305062091,0.174155504691239,0
-0.260052641005019,1.20000604661316,0
-1.21861932595705,0.861900773721249,0
-0.320894774154353,1.05658322044981,0
0.00586334682453196,1.23603258620221,0
0.985242931315715,1.11573767129559,0
1.13790083512606,0.129801969899801,0
-0.00740106418823196,1.43034873759469,0
1.23930963239258,0.67333146873012,0
-0.288978555215948,1.10351683252675,0
-0.550828511260577,0.88273780903552,0
