@relation newD
@attribute X1 numeric
@attribute X2 numeric
@attribute class {'FALSE','TRUE'}
@data
0.494544758694246,0.824426976032555,'FALSE'
0.854802919086069,0.384121187962592,'FALSE'
0.462164026219398,0.703495262889192,'FALSE'
0.559114991221577,0.445012363838032,'FALSE'
0.241629135329276,0.66231209016405,'FALSE'
0.973905633436516,0.639024721225724,'FALSE'
0.0137728785630316,0.352622647769749,'FALSE'
0.484691173536703,0.737153856782243,'FALSE'
0.693210223224014,0.562672722619027,'FALSE'
0.39270173991099,0.772151088574901,'FALSE'
0.452294223476201,0.412685762625188,'FALSE'
0.99703655205667,0.354565005050972,'FALSE'
0.90359819540754,0.388455287320539,'FALSE'
0.905321970814839,0.966054661665112,'FALSE'
0.883264226140454,0.0436145667918026,'FALSE'
0.239388879854232,0.699346836423501,'FALSE'
0.564381845993921,0.388406212674454,'FALSE'
0.178557218285277,0.388612873386592,'FALSE'
0.799433760344982,0.878861732315272,'FALSE'
0.554943483322859,0.0896107966545969,'FALSE'
0.6741896730382,0.54712864710018,'FALSE'
0.0547996931709349,0.113580972421914,'FALSE'
0.708905464271083,0.287078917957842,'FALSE'
0.328222024487332,0.769268442876637,'FALSE'
0.943827711977065,0.920426164753735,'FALSE'
0.775410584406927,0.841047230642289,'FALSE'
0.062612604117021,0.0756517925765365,'FALSE'
0.168416503118351,0.537204053020105,'FALSE'
0.966563656926155,0.577338939066976,'FALSE'
0.894943955587223,0.870373914949596,'FALSE'
0.11295208777301,0.35217970656231,'FALSE'
0.259637544397265,0.304937623208389,'FALSE'
0.68314080266282,0.979551911354065,'FALSE'
0.855461899889633,0.551051815738901,'FALSE'
0.597483749967068,0.0798472664318979,'FALSE'
0.201265069656074,0.180519547313452,'FALSE'
0.60209847916849,0.915990043664351,'FALSE'
0.331882591359317,0.998879936058074,'FALSE'
0.225656356662512,0.736662758514285,'FALSE'
0.600006294669583,0.707604408729821,'FALSE'
0.663218482630327,0.782264282926917,'FALSE'
0.442838150542229,0.308988039614633,'FALSE'
0.238980128196999,0.615767181385309,'FALSE'
0.150640053674579,0.7391827495303,'FALSE'
0.961339609697461,0.323968361364678,'FALSE'
0.806458648527041,0.789361535105854,'FALSE'
0.398864600807428,0.466889274772257,'FALSE'
0.289693580707535,0.616633901139721,'FALSE'
0.769452421460301,0.277328367810696,'FALSE'
0.376281400443986,0.027987152338028,'FALSE'
0.445979162119329,0.422386842779815,'FALSE'
0.491974963108078,0.884014698676765,'FALSE'
0.29414436314255,0.151283303741366,'FALSE'
0.97777325543575,0.137669549090788,'FALSE'
0.572218581102788,0.286773082101718,'FALSE'
0.937517380574718,0.270891795866191,'FALSE'
0.472884385613725,0.981466078199446,'FALSE'
0.434594159014523,0.741518002701923,'FALSE'
0.150884162867442,0.860476071480662,'FALSE'
0.613966038683429,0.437679219990969,'FALSE'
0.121762133669108,0.0212131072767079,'FALSE'
0.461635042680427,0.923749987734482,'FALSE'
